label,sentence1,sentence2,sample_index
0,A baby in a dark blue shirt is in sitting in a walker playing with colorful toys.,The baby is wearing yellow.,9152
0,a single woman wearing a black hat and leather jacket listening to music,A stressed woman is listening to music.,9163
0,A man in a chef hat is talking to a woman in a chef hat,The man is wearing a fedora.,9167
1,Kid playing old school game on an old pc.,The kid is playing a retro game.,9172
0,"Having fallen on his upper back, a football player wearing a black jersey and white pants with an orange and black stripe, flanked by two players in white jerseys, clasps a football.",A player for the Bengals scores a touchdown.,9183
1,A silver-haired man at the steering wheel looks back and smiles.,A man sitting at a steering wheel.,9191
1,The man is tying a yellow ribbon on his wrist.,A man is tying ribbon.,9196
0,There is a woman in a black jacket and sunglasses and a man in a white shirt with his back turned.,A man turns his back just as he and a women were about to get their picture taken.,9199
1,baby boy giggles while he tries to get up on his feet supported by a couch in a living room filled with toys.,A baby boy uses the couch to help him stand.,9204
0,the man is pedaling the tiny bike down the steps.,The steps are nearly 500 feet long,9207
0,A man wearing a hat standing on a street corner.,A man on a street corner is waiting for a taxi.,9208
1,Young boys stop skateboarding to look at statue and talk.,Some boys are talking to each other by a statue.,9222
0,A dog holding a ring in his mouth is standing in a small river.,the puppy is sitting in the river enjoying his first experience camping out with family,9225
1,the menu of a restaurant.,the menu of food,9227
0,"A room full of sitting and standing adults and children, and eight pink and black balloons hanging from the ceiling.",The room was packed with friends and family,9229
1,Three blond girls wearing black shirts and pants play brass instruments behind a music stand.,The girls are playing music.,9236
1,A young boy wearing a blue shirt lies on the grass.,A boy lies in the grass.,9252
1,The older lady is walking with the help of a cane.,The older lady is disabled.,9265
1,A group of people sitting outside having a conversation.,The group of people sit outside.,9266
1,A woman doing yoga on the beach on the ocean.,The woman did yoga on the beach.,9268
1,A crowd of people are standing around on a sidewalk.,A crowd of people conjugate on the sidewalk,9270
1,a man standing outside a house he built,This person built his own house and is admiring his work.,9273
0,Two tourist gaze outside at a serene area.,The two tourist are outside.,9274
1,Four women pose in their alien costumes.,There are four women.,9276
0,A dog retrieves a branch from on a beach.,"A dog retrieves a branch on a beach, and the branch still has leaves on it.",9285
0,Two men are in a band; one is playing the guitar and another is singing.,A woman is outside with a dog.,9294
0,Two kids standing in a firetruck.,Two people driving a firetruck.,9301
1,A girl wearing a white outfit is playing tennis as others watch.,A small human playing tennis.,9302
0,Three men sitting in a boat,Some women are on a cruise,9305
1,"Two people, one standing and one hunched forward, stand on a large circular concrete fixture with trees in the background.",two people are standing,9306
0,Police officers watch as bystanders enjoy a parade.,The bystanders are enjoying a marathon.,9310
1,a woman playing volleyball wearing a neon swimsuit top.,A brightly dressed girl playing volleyball,9311
1,"A girl is doing gymnastics and jumping, while two other blond girls are looking at her, and three people and a plush tiger figure in the background.",The gymnast performs while others look on.,9331
1,"Five young men, three in yellow, one in red and one in white are playing soccer.","Five young men dressed in yellow, red, and white are playing soccer.",9332
1,a woman running with a yellow tag on her shirt.,A female with a yellow symbol on her shirt runs.,9337
1,A woman is elevated on a trashcan taking photographs.,A woman taking photographs.,9339
0,A lady in a gray shirt and blue jeans crosses the street at a crosswalk.,A woman waits on the corner.,9341
1,Two performers putting on a mock fight for an audience that is watching attentively.,Two actors are performing.,9347
1,A man climbing the side of a cliff.,The man is outside,9348
0,A woman in shorts is sitting on a row of black chairs.,The woman is at a funeral.,9358
1,Two Asian men in white robes are praying.,the men are meditating,9360
0,Picture of a man standing by wires with his left arm up.,The man is standing by a statue of Godzilla.,9365
1,A man in a yellow shirt looking at some flowers.,The man was in the floer garden',9379
1,A man in a yellow jumpsuit is standing on a podium accepting a trophy next to a man in a red and with jumpsuit.,The man in the yellow jumpsuit is standing.,9380
1,A man walks in front of several protest signs where people have gathered to protest.,People are protesting,9387
1,A man squatting in the foreground of a photograph while taking a photograph of his own of a man doing a skateboarding kick flip in midair above a short flight of stairs outdoors.,A man is taking the picture of a skateboarder who is performing a trick.,9388
0,A man skiing down a snow covered mountain.,A man is skiing out of control down a mountain.,9389
1,A football player is looking down at a football during a play.,A football player is getting ready for the next play.,9397
0,A young child holding hands with a woman and the walk past a wall with the number 93 painted on it.,The young child waits inside while a woman walks past a wall.,9408
0,A man in a green shirt and blue jeans is welding.,a worker works on a task with a welder,9409
0,Three women walk down a city street; one looks inside her handbag as she walks.,Three women chat at home.,9413
0,a man singing while a woman plays guitar.,The two are in a platinum selling band.,9416
0,One wrestler walks away from a wrestler curled up on the floor as a referee looks on.,Two wrestlers competing for the championship belt.,9421
1,Two women are cooking together with aprons on.,The women are preparing food together.,9425
0,"A group of people wait on the sidewalk, wearing hats.",The group of people are waiting on a bus.,9435
0,Two men are involved in sword fighting.,The men are fighting with plastic forks.,9441
0,A man in a bright pastel blue overcoat plays a unique instrument by the corner of a building with a sign propped against a bag in front of him.,A man is wearing pants.,9448
1,A red desk chair has been rolled away from the desk.,The chair is red.,9453
0,A man in a black t-shirt is jumping something on his orange bike.,A dog is riding a skateboard.,9455
